Frequency,Filter,Threshold,Frame Bitrate,FPS,Start Time,End Time,Avg Energy
1.5,area,0.020000,1300,24.440,12254.003,12327.936,4.738356610169498
1.5,area,0.020000,1600,24.422,12337.938,12411.924,4.727499661016955
1.5,area,0.020000,1900,24.395,12421.926,12495.993,4.744431186440676
1.5,area,0.020000,2100,24.434,12505.996,12579.941,4.736414576271182
1.5,area,0.020000,2400,24.432,12589.943,12663.889,4.734626870748299
1.5,area,0.020000,2700,24.442,12673.891,12747.806,4.730905102040814
1.5,area,0.020000,3000,24.454,12757.808,12831.698,4.722626101694916
1.5,area,0.030000,100,24.436,12841.701,12915.641,4.7387162711864415
1.5,area,0.030000,400,24.475,12925.643,12999.459,4.708240476190477
1.5,area,0.030000,700,24.458,13009.461,13083.330,4.736652040816322
1.5,area,0.030000,1000,24.487,13093.334,13167.133,4.734554915254233
1.5,area,0.030000,1300,24.440,13177.135,13251.066,4.752748639455783
1.5,area,0.030000,1600,24.484,13261.068,13334.852,4.72685578231293
1.5,area,0.030000,1900,24.437,13344.854,13418.793,4.738504067796605
1.5,area,0.030000,2100,24.444,13428.796,13502.711,4.759799661016952
1.5,area,0.030000,2400,24.418,13512.713,13586.713,4.756554237288136
1.5,area,0.030000,2700,24.475,13596.715,13670.551,4.739085423728815
1.5,area,0.030000,3000,24.418,13680.553,13754.548,4.740986101694912
1.5,area,0.040000,100,24.406,13764.551,13838.579,4.730506779661013
1.5,area,0.040000,400,24.405,13848.581,13922.606,4.759608474576267
1.5,area,0.040000,700,24.440,13932.608,14006.534,4.738638644067793
1.5,area,0.040000,1000,24.454,14016.536,14090.427,4.751137966101691
1.5,area,0.040000,1300,24.436,14100.429,14174.365,4.763645918367349
1.5,area,0.040000,1600,24.420,14184.367,14258.362,4.750729830508475
1.5,area,0.040000,1900,24.374,14268.364,14342.496,4.756578716216216
1.5,area,0.040000,2100,24.414,14352.499,14426.502,4.740167796610169
1.5,area,0.040000,2400,24.454,14436.504,14510.389,4.737671186440674
1.5,area,0.040000,2700,24.431,14520.392,14594.344,4.735678305084746
1.5,area,0.040000,3000,24.429,14604.346,14678.310,4.78384644067797
1.5,area,0.050000,100,24.429,14688.314,14762.271,4.739736610169488
1.5,area,0.050000,400,24.461,14772.273,14846.127,4.763382653061228
1.5,area,0.050000,700,24.472,14856.129,14929.958,4.73998338983051
1.5,area,0.050000,1000,24.422,14939.960,15013.949,4.731427118644071
1.5,area,0.050000,1300,24.418,15023.951,15097.941,4.7475637288135575
