Frequency,Filter,Threshold,Frame Bitrate,Average IoU
2.4,pixel,0.0700,1300,0.6700
2.4,pixel,0.0700,1600,0.6765
2.4,pixel,0.0700,1900,0.6782
2.4,pixel,0.0700,2100,0.6803
2.4,pixel,0.0700,2400,0.6805
2.4,pixel,0.0700,2700,0.6794
2.4,pixel,0.0700,3000,0.6787
2.4,pixel,0.0800,100,0.4704
2.4,pixel,0.0800,400,0.5951
2.4,pixel,0.0800,700,0.6200
2.4,pixel,0.0800,1000,0.6297
2.4,pixel,0.0800,1300,0.6331
2.4,pixel,0.0800,1600,0.6244
2.4,pixel,0.0800,1900,0.6355
2.4,pixel,0.0800,2100,0.6294
2.4,pixel,0.0800,2400,0.6399
2.4,pixel,0.0800,2700,0.6326
2.4,pixel,0.0800,3000,0.6320
2.4,pixel,0.0900,100,0.4142
2.4,pixel,0.0900,400,0.5531
2.4,pixel,0.0900,700,0.5774
2.4,pixel,0.0900,1000,0.5838
2.4,pixel,0.0900,1300,0.5928
2.4,pixel,0.0900,1600,0.5942
2.4,pixel,0.0900,1900,0.5913
2.4,pixel,0.0900,2100,0.5814
2.4,pixel,0.0900,2400,0.5918
2.4,pixel,0.0900,2700,0.5929
2.4,pixel,0.0900,3000,0.5960
2.4,pixel,0.1000,100,0.3377
2.4,pixel,0.1000,400,0.5156
2.4,pixel,0.1000,700,0.5485
2.4,pixel,0.1000,1000,0.5509
2.4,pixel,0.1000,1300,0.5489
2.4,pixel,0.1000,1600,0.5441
2.4,pixel,0.1000,1900,0.5413
2.4,pixel,0.1000,2100,0.5360
2.4,pixel,0.1000,2400,0.5502
2.4,pixel,0.1000,2700,0.5423
2.4,pixel,0.1000,3000,0.5486
